label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param
recuperator;HeatExchanger;[];[];[];[];[];['pr1', 'pr2'];['zeta1', 'zeta2', 'kA_char'];nan;False;False;-30228536.935640767;False;False;303010.73192683223;False;False;99.76061489115847;False;False;81.27708879661714;False;False;120.85413803921313;False;False;0.9799999999999995;True;False;0.9799999999999998;True;False;0.47427986882295886;False;False;2300.068564130719;False;False;0x0000028DB6778970;False;m;0x0000028DB6778A00;False;m
