label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param
recuperator;HeatExchanger;[];[];[];[];[];['pr1', 'pr2'];['zeta1', 'zeta2', 'kA_char'];nan;False;False;-30228537.19146963;False;False;303010.73606872093;False;False;99.76061437180888;False;False;81.27708789063786;False;False;120.85413803918829;False;False;0.9799999999999995;True;False;0.9799999999999996;True;False;0.4742798706114245;False;False;2300.068570522274;False;False;0x000001BEE5DBA220;False;m;0x000001BEE5E3BB80;False;m
